ym,SMB,HML,RMW,CMA,rf,rm-rf,hml_BH,hml_BM,hml_BL,hml_SH,hml_SM,hml_SL,op_BH,op_BM,op_BL,op_SH,op_SM,op_SL,inv_BN,inv_BA,inv_BC,inv_SA,inv_SN,inv_SC
201612,0.002014636439116454,-0.01405463271300102,-0.01561550694859703,-0.0259736338050089,0.001241,-0.045863,-0.04286365045165927,-0.05377218193002677,-0.03270611147595959,-0.04499672931325702,-0.05242534691071742,-0.02704500286295466,-0.047273513574834954,-0.04056534035242063,-0.04297150130620328,-0.049806134767582465,-0.05156904489159091,-0.02287713313902008,-0.046880989488772444,-0.024085600176189034,-0.055694344521673614,-0.026500021887708055,-0.04662354640061963,-0.046838545152241284
201702,0.02258703122152937,-0.006282907085710214,0.004441243030110911,0.003883763119594416,0.001241,0.02493,0.009921987196549478,0.03908503829880209,0.030498555186667248,0.049405323439048604,0.04345474675714115,0.04139456962035126,0.024440510435570086,0.016695702326649603,0.018664266393846374,0.04793256589833228,0.04125937947476544,0.04482632387983417,0.022243726601366153,0.014765102824309158,0.021496282784228455,0.040244401662017655,0.051296394368975234,0.04128074794128719
201703,-0.02714992301046206,-0.03436948402440948,0.03341605436132654,0.01242318307934739,0.001241,-0.005921,-0.0041743134653365235,4.434748127399128e-05,0.05864567543309097,-0.024031101510826606,-0.01901892794583089,-0.018112122360435124,0.024342751029239943,-0.005448918070962594,-0.02245947805118272,-0.010519333581102252,-0.018650468428096475,-0.030549213223332677,0.011651975805611371,-0.009115330591817957,0.009509128303088917,-0.0255523248077292,-0.01558955981985866,-0.0193304175439413
201704,-0.06203951917225094,-0.01686487228922042,0.01796226150018002,0.02341754371651688,0.001241,-0.022897,-0.0034966508493586563,0.008261983933338442,0.021688107661408947,-0.06174566311417693,-0.055442101354836015,-0.05320067704650368,0.005478924733873219,0.0019140625852569855,-0.0004488214907855875,-0.04412367770329966,-0.0559195420261828,-0.0741204544790009,-0.002097413451316167,-0.0063830959418283584,0.014113308661378495,-0.07468389864292575,-0.05174403652826657,-0.04834521581309885
201705,-0.08562159030221243,-0.002386258178436483,0.02491713338001325,0.01547032764626434,0.001241,-0.016881,0.028629287692466417,-0.014494731014899821,0.019034227743365214,-0.08103686050472467,-0.07699972503040332,-0.0666692841987505,0.03344310302068465,-0.0005981659912847398,-0.007539012884612765,-0.0704185836092652,-0.07864356012428764,-0.0792707344639943,0.0319772027015222,-0.00820503617316338,0.009861994348627171,-0.08277222116317846,-0.07277587779016254,-0.06989859639244034
201706,-0.00918005537423402,-0.04549773253642145,0.02595748247768312,0.03323509542131863,0.001241,0.041967,0.028970625757509878,0.044935388441851916,0.10777458249806685,0.03619750966923975,0.03942474876097641,0.048389018001525695,0.060766033906086,0.03612881701842879,0.019500261968250103,0.04733277082385164,0.03706961502971309,0.036683577806321296,0.03537387710444711,0.028064717139576107,0.08892680436427773,0.03734034520490905,0.042434575711006735,0.042948448822844675
201707,-0.05151062361913925,0.01168879167714997,-0.02508674811380704,-0.009014441988175841,0.001241,0.033307,0.06360712875077563,0.03971798018868586,0.03941996797278809,0.0061902676158999154,-0.0010898954888646955,0.006999845039587531,0.044257567622664286,0.05921639899186588,0.09432730380727486,0.0037566293289881363,0.0018730474763492782,0.0038603893719916394,0.06028073147461769,0.0616833750978747,0.03352351310695931,-0.0028980470582756533,0.0065131871992889084,0.007232930956288057
201708,0.001217837706735113,-0.02289545071372966,-0.02319852686521845,-0.002155899583897891,0.001241,0.023599,0.0192589572159496,0.03463826046659389,0.04531310831406715,0.022003361961069636,0.03384743650982674,0.04174011229041141,0.025678652719631354,0.016571454166792416,0.05970115292861211,0.025001757997371463,0.03789886010491525,0.037376311518827594,0.027290890654209102,0.036722623296427725,0.02142393534896306,0.02893300836925914,0.030838828571253175,0.039919897148928025
201709,0.0004160061806954245,-0.05327561865389425,-0.006837398516678066,0.02553783081530307,0.001241,0.005141,-0.008240748253278776,0.008929485955310425,0.06086220664289587,-0.00277947054269712,0.018220752498448383,0.03466881186891673,0.008044691459831266,0.010746184803863738,0.02249665472753304,0.014536635446351823,0.02028181589831302,0.013759469212006187,0.005136624522592664,0.0020329367855319185,0.036045872419353905,0.008339555912093614,0.01736811248758249,0.025402281908877763
201710,-0.06896466104310765,-0.04740530934601127,0.01609368653883978,0.01248753613112161,0.001241,0.015359,0.008308104986101232,0.06310896941668069,0.08843436338415861,-0.029969931007102362,-0.028973081675657632,-0.015285570713137193,0.05161955616028337,0.023195356319859885,0.03690238176173744,-0.015859973673562722,-0.025709979838159588,-0.03333017235269636,0.03639398177348667,0.03346442346894615,0.05243210469511344,-0.029316408200523017,-0.025068572796315462,-0.023309017164447072
201711,-0.0656564614201272,-0.002393898890571344,0.00703076289580807,-0.02166972437819494,0.001241,-0.023773,0.011131589230153303,-0.021900955638035912,-0.002554105575971498,-0.07702830528295299,-0.061709850288275775,-0.05855481269568549,0.0003664120105185207,0.002801433922744093,-0.0094677278485551,-0.06335450065210081,-0.06684074079078095,-0.06758188658464333,0.0003350351989675137,0.028984522955431507,-0.013766637306918367,-0.06834411225701265,-0.06263197653030592,-0.06893240075105266
201712,-0.03269632122312795,-0.04125280198141246,0.005312757431740369,0.02479028496403606,0.001241,0.0005140000000000001,-0.006278035718155194,0.011273158960483497,0.06427524091502214,-0.024373659632917228,-0.014530698138782033,-0.01242133230326966,0.02573821850727329,-0.0055644246875490916,0.02068288589142334,-0.011358309428561017,-0.022019758897699263,-0.016928491676191804,0.007834936445790038,-0.011337044442185501,0.032628934744875715,-0.019644930602263844,-0.019705499850235526,-0.014030339861252943
201801,-0.1006633400461833,0.03342414078154879,0.01624789532122682,0.01150288430807396,0.001241,0.043774,0.10575951203794591,0.031819949606840925,0.05072457585350849,-0.020738476497429274,-0.03842789763960793,-0.032551821876089425,0.10201543719609714,0.045565152433947397,0.07486149376916211,-0.02844326869965109,-0.028775923191272746,-0.033785115915169694,0.09499275611641791,0.05388403761464787,0.07061310094015628,-0.03304035178235852,-0.033207542753627695,-0.026763646491719025
